identifier,first_name,last_name,date_of_birth,address,city,zipcode,state,ssn,creditor,account,current_balance,sale_price
93c03d1fb14dad57993de605c43f4e78,Jacqueline,Scott,03/08/1935,29053 Hicks Rest Apt. 224,Andersonfurt,60548,VT,623-71-3243,American Express,GDLJ8869958945678,630.21,3.44
05fd205071a33170675d353378401f3c,Paul,Gordon,10/28/2009,9197 Sanchez Plaza Suite 893,Taraview,55733,SC,858-93-3662,VISA 19 digit,YSKC5540688010160,3351.04,16.68
f5cd28b8d2601b1001e55a357d9f2a15,Jessica,Ruiz,07/07/2015,954 Salazar Summit,Kennethfort,59098,ND,628-43-2566,JCB 15 digit,DDMT6589979269193,5919.24,38.93
e63e85e6682b9f22ede33617ededa94d,Evelyn,Sims,11/12/1969,54164 Lawrence Crest,Lake Deborahmouth,26774,WA,092-96-6193,VISA 19 digit,QGIL9095103832729,1668.09,12.45
0ed7466269fb0344a364c6b8a7b52c8d,Sheila,Archer,05/25/2016,79782 John Corners Suite 935,New Georgemouth,48874,SC,355-49-0887,Mastercard,AZKM3825028829862,4049.78,31.73
d160a8bf32209e6d353fe3927d617ae2,Melissa,Garrett,03/03/1968,831 Courtney Tunnel,Juliefort,05816,OH,518-57-0549,VISA 16 digit,KERQ8461539826985,2171.06,14.43
5990fcbf75fde7680fc7d332739dee99,Debra,Collins,04/11/2007,524 Reeves Overpass,Beckburgh,49599,MS,391-21-2307,JCB 16 digit,CFUJ9214941337867,3605.07,15.17
6d0abedb39957a387ff015a2c804cbad,Julie,Rodriguez,12/01/2000,20637 Gordon Camp Suite 832,Port Joshua,37786,RI,123-65-5602,American Express,QXZV4458629158606,7373.91,33.96
68a82822464834b0fd54c70d308d6b09,Laura,Jenkins,07/12/1912,9828 Gallagher Dale Apt. 159,North James,30936,MD,462-77-9409,Mastercard,XVHH0000129931628,3853.43,23.55
19f82a09583c02137c222b6993d5b2aa,Annette,Barber,09/08/1944,2379 Holmes Crossroad,East Shannon,54214,NY,703-46-5770,JCB 16 digit,LPRN2176557488507,3895.02,31.09
83bce70eb70e21a60c917be80d76506b,Mary,Mahoney,02/27/1985,697 Meyer Locks Suite 686,New George,64938,FL,342-16-7211,JCB 15 digit,SEIF8857762906507,7466.7,57.67
61a7e662a71685e002668a8af37d7e07,Robin,Robinson,07/31/1974,3839 Rachel Plaza,Port Andreashire,45996,OK,625-53-7044,American Express,CNUS6723989831111,3129.64,19.69
5bd335f329a961a9d9378a368726b620,Rodney,Huffman,11/26/1987,617 Atkins Bridge,Sarahside,20199,MI,255-39-1030,JCB 16 digit,CFLI7860331657977,7864.32,44.9
35b15617650e44ea19e349b75798ea0d,Charles,Wise,01/11/1909,24300 Wright Forks,Melindaton,97228,MS,870-22-9245,Discover,TVQU8326576547339,5549.33,28.47
aa2d8d012ac09debe5232b80dfe4abef,Stephanie,Wiley,02/12/1911,7694 Lori Path Apt. 260,Port Daniel,31390,OR,369-09-8037,JCB 15 digit,RECB9925184775275,4563.37,34.18
35f4b4e19bf7c229f6af56c37cb3376e,Steven,Thompson,01/22/2011,05645 Brandy Springs Suite 094,Jeffshire,08287,AZ,082-78-7674,JCB 16 digit,WGMG3996044967033,4602.53,35.0
fbc65464d3bdd9f919f4662d9993b5f5,Anthony,Nelson,04/16/2003,9345 Abbott Trail,Jacobsonstad,49078,AL,454-92-4751,VISA 13 digit,DALM0750287435593,6759.86,37.0
6b1ac44012a91ea68150cec7b1651399,Jerry,Watkins,09/02/1965,595 Wade Roads Suite 750,Hensonchester,34637,WA,386-80-4724,Discover,KROC5915134903238,2254.5,13.84
c30297f9af380c9a276bd3942fc7e313,Tammy,Hood,08/16/1974,8090 Paul Stream,Lake Michael,93913,ND,066-93-9494,JCB 15 digit,EJMV8361596216136,1681.51,8.36
d8a2ba7c42b4b6b58c0beead49d1d545,Kyle,Green,02/11/1992,742 Jane Key,South Nathantown,16555,NJ,120-26-7408,Diners Club / Carte Blanche,MBDE1839167966850,3205.51,19.78
00888084ced33bc490193fca93990869,Faith,James,04/27/1998,06963 David Loaf Suite 833,North David,56680,NV,862-12-0425,American Express,OTLA9296108650321,3477.64,19.12
5600503a2c4b8a13db52bc4a0ef6d9d6,Michael,Peterson,09/12/1915,234 Medina Shoals Apt. 460,South Christopherfurt,31769,CA,330-58-4880,VISA 13 digit,RMUO0802589658857,4833.89,25.54
dff99690eb4ec7e4ef9a2cae4094f32e,Tonya,Mcneil,08/21/1989,27902 James Extensions,Woodborough,55206,MI,675-79-6144,VISA 16 digit,VXCC0274473092442,188.09,0.89
1b496dbdae5c0c52f5ddf9b5b65311df,Andrew,Nunez,12/20/1991,969 Sarah Divide,Colleentown,28758,TN,564-08-3046,American Express,QXWW3951176170706,2405.97,11.12
de334b805ec685bffa221a6518a2ed23,Kristina,Mccormick,04/08/1988,68398 Elizabeth Mall,Jamesbury,98822,HI,735-66-4510,VISA 16 digit,HBKM6879028849137,5973.88,31.8
a7c5d8fcc40bf5b0c2b7282015cc36a3,Paul,Carroll,12/11/1931,472 Cook Harbors,South Meagan,60924,PA,272-34-2710,VISA 16 digit,NPIR1180694062068,6153.55,28.51
37b29b27cb293ef88edff8b0263bea88,Charlene,Hill,06/23/1914,048 Pierce Valleys Suite 860,New Ashleyville,33340,AZ,755-83-5650,American Express,MQAC1908708894659,7759.79,34.59
1c2fb5c5979ff1dd9f8e7b32a60d7ba8,Heidi,Wagner,09/11/1962,8175 Karen Center Apt. 825,Holtton,72253,NE,401-41-9052,Discover,FJTI1754340309645,1304.71,6.36
04be6c42607fad1726d3ab2ba8d10164,Maurice,Ryan,04/08/1916,494 Jason Square Apt. 667,North Michael,57191,WY,089-47-9830,JCB 16 digit,BSGC8381899785325,5063.4,25.15
feb3a1f5cb0986a6814aa804e5c067ee,Ashley,Brown,10/04/1970,010 Alison Harbor Suite 285,Greenmouth,46323,OR,832-52-5612,Maestro,TMHS1860739934169,4497.43,24.31
f6e4c97fc9454d01320a5abf645f67f6,Kevin,Torres,04/30/1920,4787 Gomez Estate,Parksville,71636,CA,142-34-5848,JCB 16 digit,JIFZ7919554357424,4676.51,28.36
69fa284a6ef02a97796c6a4d070b667b,Susan,Mejia,04/03/2013,2969 Carter Bridge Apt. 270,South Joannafurt,14790,RI,801-02-8903,JCB 15 digit,UQFB0676874037675,3959.95,23.12
b9027b3ec6efd9aebac0720df6752196,Jeffrey,Bryant,08/30/1908,1186 Natalie View,East Chrisfort,64362,KY,545-84-3828,Diners Club / Carte Blanche,IAOF0118304405510,1112.32,8.69
05c18238407b93422cfd25d73a4dea99,Allison,Ray,01/30/1928,44065 Willis Wells Apt. 695,New Angelamouth,38621,WI,208-43-3958,Mastercard,AVHP5835492958374,2054.13,11.69
8492ed3ff528caa1db8fabd01eabc0bd,Vanessa,Jones,10/01/1911,594 Denise Viaduct Apt. 983,North Steveberg,87215,MI,164-21-4754,VISA 16 digit,JAUD9036611840321,1930.55,8.86
eaf48c3def9e517d435417f126debc87,Linda,Leblanc,11/29/1910,539 Walls Walk Apt. 886,Ashleyhaven,02584,VA,076-47-7802,JCB 16 digit,WSMN2909146798318,5374.49,29.77
9ff7cd67c3b78f20d7f34ef4df11ee43,Crystal,Ramos,05/01/2002,22748 Laura River Suite 478,South Michaelborough,83188,RI,808-93-8864,VISA 16 digit,MCTY4863378276471,3372.08,17.67
c207f957d222099642f1e6638736bb2b,Christopher,Luna,10/19/2008,1786 Shannon View,Michaelview,24692,TN,176-16-9128,JCB 16 digit,UVLX6095680768484,6466.56,42.94
f23fc41d1899c506d4d9f927a86cd035,Jessica,Williams,05/16/2020,983 Reed Knolls,Hernandezville,30317,VA,290-47-8623,VISA 16 digit,PGQQ9533313076371,7562.79,38.76
b50c41a3497c5273ca6e1fd5228495a7,Luis,Hanna,01/18/1985,72787 Bradley Road Suite 384,Thomasbury,64472,ID,343-61-7140,Mastercard,JUYV5593970790750,5646.12,36.83
8aec7a09b1636ed13c477c8f5f60360d,Gina,Collins,07/21/2006,2158 Sweeney Spurs Suite 468,East Bettybury,43119,OR,071-50-1669,VISA 13 digit,AXCV7503083875369,2198.8,16.49
22bd2e3bc657e449f62b3960f292a642,Frank,Shaw,07/20/1909,1078 Baker Mall Apt. 213,Hillshire,61461,LA,209-81-0999,Discover,NCKP6695538167354,801.8,6.31
c23127664ca629902381b809e5741b13,Matthew,Wilson,07/16/1989,8481 Wagner Crest,North Ashleymouth,94342,WA,796-41-0046,American Express,XLLT4655631232695,4170.4,27.71
baedf28b1d7613b2395f85285c117141,Jeffrey,Hinton,01/28/1994,2298 Kevin Harbor Suite 549,North Kaitlynstad,54030,NE,115-32-3083,JCB 16 digit,IYKU9349012997203,3796.07,29.62
18aafdd6b2cd9ed67d8f44724bd6edfe,Anthony,Johnson,09/09/1999,1305 Hardin Causeway Suite 236,New Carolinemouth,74612,KY,339-30-7031,JCB 16 digit,ROTC6388478850139,1207.27,5.0
a76e7a6d772a94cd259854be2bfaeee0,David,Gentry,07/08/1919,654 Moody Lakes Suite 550,Kylemouth,82403,IL,575-89-8086,Diners Club / Carte Blanche,UPAP9698949956110,4806.69,37.71
18bc89d7ac7e5d5f8e6908876fa5d7c6,David,Parker,02/27/1990,02482 Daniels Trail,Michaeltown,49599,WA,303-20-5927,American Express,FOTN8708420318798,7245.28,38.08
5de46b79c5a8a086491f71f7a34f4628,Jeffrey,Ortiz,06/20/2004,388 Yang Spring Suite 751,Garciaberg,71450,WY,066-29-9657,JCB 16 digit,KYIV2728854082230,7167.64,29.79
9e02725f596a3d1e55235d93519c1ff8,David,Reynolds,03/06/2013,4950 Davis Ford,Justinside,74736,PA,757-24-3963,VISA 19 digit,OOSQ6092662457776,3772.15,18.23
0ca6890a37e7baecd6fe837d323fc906,Nicole,Pruitt,07/13/1990,513 Chavez Islands,Port Julieton,03865,MD,061-80-3383,Discover,FIYC5379292437713,4033.31,18.18
2b64583420ec7f54c2ae42b2187abafb,Ernest,Garcia,04/12/1995,823 Angela Locks,Mirandaview,12220,MO,137-44-1557,VISA 19 digit,YYSH9129290284316,4456.72,21.25
40ea48b390a59388c93866f2ea2cc4c1,Sarah,Keller,03/17/1990,23934 Steven Vista Apt. 578,Harrisshire,29909,RI,437-28-3657,VISA 19 digit,TZXJ2323701826243,5701.71,36.38
31996492c9c9bb177fd215dc5e6690f0,Matthew,Obrien,07/19/1938,30311 Kathy Corners Apt. 025,New Paulberg,82382,MS,589-79-2392,VISA 13 digit,ZCYB4353326537779,7497.75,47.59
1fec8fc26f26097bf87a577e3e1c1b71,Aaron,Adkins,11/20/1994,99586 Dominique Shoal,Port Gregory,76771,HI,409-67-1278,VISA 19 digit,JKNG5557855900235,4534.93,29.23
9a26fd7ad937d0ea1a8f7b8b2c582029,Megan,Rodriguez,11/12/1930,93406 Joshua Greens,Andersenmouth,87682,AZ,563-04-9758,VISA 16 digit,BWZN9141862486766,4240.3,31.6
db3118705e2022fd679892f07731f383,Beth,Giles,06/20/1941,538 John Knolls Suite 008,Teresaland,82565,MO,519-44-3795,Mastercard,ZGQZ3624634819045,180.9,1.25
9f66943e10800ed530f0ac1aa7eb0e74,Matthew,Johnson,06/30/1964,362 Randy Ways,Prestonside,11541,NY,363-62-0839,American Express,JZRY8012535794625,4010.08,16.89
b2701c432b37dbb32b485073611031ba,Scott,Smith,05/22/1905,2036 Cindy Lake Suite 725,Johnsonfort,42010,KY,325-63-8899,VISA 16 digit,NLHG6980952122052,4205.09,21.55
616ed4baee63dd1fb1f54c51ffa829b9,Steve,Michael,06/22/1983,870 Wyatt Pines,Smithchester,23771,CA,882-11-2099,JCB 15 digit,RUZB6419043279504,3532.16,22.92
9f8000218139bc221f912f0df054f7ff,Christine,Mccarthy,01/14/1985,180 Brewer Meadows Apt. 861,South John,56726,ME,647-86-1429,VISA 16 digit,OGOI6802991299629,637.25,3.02
abfe119798bc1b0a1d7ec0e1b73061c5,Dawn,Johnson,08/06/1945,2108 Schwartz Alley Suite 770,Williamsonstad,14404,TX,754-68-6224,VISA 13 digit,HQWX2338501106103,7584.28,34.67
72104c3fe2d6e55245a359697298a2d0,Kyle,Chavez,03/14/1981,242 Susan Path,Darinport,24834,FL,823-07-4250,VISA 16 digit,XKYP6764567288735,1393.06,6.14
a820e79935e1490b43ec87278001f932,Heather,Mcgrath,04/08/1936,0277 William Radial Apt. 289,Torresland,88631,TN,520-18-8778,VISA 16 digit,YTNF8748974203082,3074.97,22.33
a308bc73b3974bb2019f087ebbb730e3,Heather,Weiss,02/03/1920,292 Brandi Mills Suite 770,East Michelleport,49673,AL,795-56-2333,Diners Club / Carte Blanche,VEHZ3112051082629,2850.13,19.83
a6bf6bc3cdc538a00a0335978b3d6e49,Alexandra,Webb,01/09/1998,1143 Holloway Plain Suite 543,New Kerry,34064,MT,559-59-8598,Discover,JUTL0021422651855,5587.48,40.96
1a5ee2b28f961f0c52dc43eef26eb269,Antonio,Kelley,06/20/1936,088 Parks Crest Apt. 518,North Savannah,97911,IN,041-93-7163,VISA 16 digit,ECSO8901390438721,1338.66,8.74
92bdeb6d521ec9a3aa183f6d565426d2,Jonathan,Smith,01/24/1995,5262 Lozano Pine Apt. 458,Webstermouth,46383,OK,149-10-5165,JCB 16 digit,CDUL8111000435088,3921.98,15.78
e00b4eae1f7210cb28548cf3a8ee83fd,Alec,Garcia,11/09/1985,2316 Thomas Lodge,East Patrickfort,56161,OR,749-36-9352,JCB 16 digit,XZOE8938488347584,6467.94,40.86
78d440bc16d642b6134947ff421beb8b,Brian,Mcknight,01/10/1917,44919 Marcus Points,Garciamouth,30465,WY,456-83-9244,VISA 19 digit,MTQC1074063306214,7790.21,32.51
b272e0e27c8b6eeedbed76c73a8b5191,Sarah,Clark,04/29/1907,0992 Gonzales Views Apt. 067,Curtisview,56252,AZ,576-85-1764,JCB 16 digit,PRAI2966702330527,1519.76,11.15
eb80d3d44f2ccb1f1d0669f03a6909c7,Benjamin,Morrow,12/02/2003,826 Scott Loop Apt. 612,South Sophia,58270,HI,699-72-0397,American Express,FUKW6557516892295,4352.85,27.32
e508f44ed89114375c3fa79f4f7d953f,Michael,Meyers,03/24/1926,964 Powell Center,West Kevin,30199,WV,297-07-9194,Mastercard,LTBC3276832012472,7818.94,57.6
e34543d5c9b31b30307392f2173ec50f,Logan,Hughes,12/13/1991,516 Mayer Spurs,Port Sandra,73575,ME,534-93-8208,Maestro,BBEV1318030120786,1822.27,11.96
148a3dab01dba8be302436a748204dbe,Alicia,Mckee,09/02/1909,88443 Munoz Haven,Wrighttown,21522,TX,569-57-5923,Mastercard,VVAW3895632098482,3022.82,12.22
7cd14368e897cc89038dad0f711a3af4,Vicki,Rios,07/25/1947,29844 Hester Shoal Apt. 534,South Shaneshire,79471,AZ,813-23-2235,VISA 16 digit,IZCC3963587765886,2927.81,17.51
6423eb8893eaabde5fbe73946f5aabbb,Deanna,York,05/13/1917,891 Johnson Port,Ramirezside,23849,TN,863-17-8875,VISA 16 digit,HSNI7276544336688,6401.38,33.83
25e63d6f09c96ae2e66206d81c15d963,Christina,Crosby,07/25/1963,5660 Olsen Wall,Williamfurt,10695,GA,367-30-4758,JCB 15 digit,BKNU1500760507271,7846.45,60.22
4d49314392037671e5f6fa89a07dd67c,Patrick,Saunders,10/26/1935,205 Price Pass,Jasonburgh,28748,RI,132-78-0981,VISA 16 digit,TVOD3483611139591,517.73,2.46
a4c8224afe79cc9c9c1a910645aa2e4f,Mackenzie,Brown,07/08/1909,330 Wallace Locks,East Andrewview,77557,TX,874-50-8036,Maestro,JLLX6690303392794,4372.18,26.39
9fae8ccb5018fda9558130a3a3b60585,Robin,Ward,08/14/1995,553 Raymond Plains,Melissamouth,84694,OR,448-47-2401,Maestro,LSAM7071077063290,6721.64,41.31
6fe854e73d3018badbb1d4668ab53c58,Jenna,Johnson,06/13/1910,01450 Julian Walk,Patrickshire,98161,AL,088-48-5958,JCB 16 digit,GMXX5076351516665,6623.84,26.83
c5a58200a1dfd43fc9ff998e7408b856,Jesse,Lam,03/16/1973,847 Amy Mountains Apt. 254,Christensentown,91371,RI,344-25-2571,Maestro,ZVGH7934908603282,1228.01,5.2
642e0845efc23a70f90d54cf68c31d51,Derek,Summers,11/19/1980,21947 Derrick Falls Apt. 487,Josephbury,78065,NY,598-02-5269,American Express,AVJH4464096685811,1048.2,6.81
3e044c8f271d1e2e9a4b2e4f42974bde,Darius,Pace,06/08/1946,194 Rebecca Track,Samuelshire,62631,HI,167-46-4655,JCB 16 digit,RNJD5196259009276,4523.05,33.23
562ff5cefe7b9462afc784000c025a5a,Jennifer,Frazier,08/05/1941,10879 Jonathan Ways Suite 840,Lake Michelle,34151,WA,124-46-0812,Discover,QHEA5404734867918,5905.1,31.8
9838c729e2d0d8896769c4b4bf1c0ab1,David,Smith,08/09/1986,09950 Claudia Greens,Johnsonburgh,93940,KS,176-29-6611,JCB 16 digit,ETIW4174145009724,7318.89,52.42
52345796b1129ed77badf0f3b6a1f65a,Matthew,Goodman,02/19/1985,9858 Martin Squares Apt. 927,West Karenmouth,17722,MI,667-60-7617,Diners Club / Carte Blanche,VZGJ6796593541694,4155.05,25.72
cb87167c176c4de77e8146b51bc7c49d,Laura,Richard,06/17/1996,066 Contreras Square,Catherineland,09053,MO,693-27-4025,VISA 16 digit,LDOT5684297232173,3920.56,21.08
4ce60860776492582802ff6ae521815d,Carmen,Palmer,07/10/1942,2142 Pearson Point Suite 106,Moralesland,83081,SC,013-57-9460,VISA 13 digit,BGRT4843765139544,2892.83,14.89
4cdf8d265fa4156a10ff3fc25633b4e9,Jill,Graham,09/30/1960,55250 Sharp Lane Suite 132,Lake Brandiland,05309,WY,807-72-9547,Mastercard,XVYB6508934962118,4090.87,30.42
7d1d9774c67473e9876e5d545a95f1a0,Vickie,Lewis,09/01/1993,62183 Allison Meadow Suite 222,Grahamfort,68623,OR,245-64-5135,JCB 16 digit,FBVS2468957878397,6124.86,33.01
608bed523396041755914a5fa3181a36,Laurie,Hall,08/02/1931,350 Keith Mountain,East Sarah,66588,ND,679-09-8346,VISA 19 digit,IPYW3864339290990,5659.88,44.63
e672bffedf963d5af199b0c95b21f93b,Matthew,Nichols,12/14/1986,722 Mckenzie Haven,Patrickview,74684,ID,272-22-3834,Maestro,XSJZ0034393370983,5712.42,34.27
c6fa44a94c9f597c686705ecfe1aca8d,Walter,Hernandez,11/22/1940,6233 Garcia Burg,New Jasonland,28925,CT,166-23-4519,JCB 15 digit,BUFQ9774426599461,1363.46,5.5
d1687eafabd9820901501e1eddd8f06e,Jim,Tucker,12/10/1947,073 Brooke Shore Suite 045,Lopezfort,17090,MO,781-61-3870,Mastercard,CURA3701919229328,2978.46,13.58
0784502e262dff5911ebf35f4eecee22,Robin,Hall,07/13/1921,4592 John Square,North Cynthia,14455,TX,008-29-9939,Mastercard,HFOW4243541788001,7953.38,57.5
ab1b40752f78b7464d18b5c5798e1593,Jeremy,Smith,06/14/2018,18942 Salinas Prairie,Williamston,76698,VA,293-13-8701,JCB 15 digit,BJUY1709098331686,5172.35,32.56
4bab0eeb2bf776dedf7f3fcc3121d431,Brian,Duncan,05/20/2010,34987 Stone Valley,Anthonyview,06458,NM,767-29-7801,Maestro,IKBA7733602256966,2291.97,16.97
0b1c38cc1870fc6bfd440b70439d15d5,Kyle,Johnston,07/30/1945,506 Tammie Island,Port Monicamouth,95248,SD,591-53-2129,VISA 16 digit,ADFF8830783166365,1021.74,5.96
60b06452b3cde0fcb1a1bebf8ddb804a,Sydney,Ward,08/02/1970,574 Pratt Isle Suite 451,Garciaview,52670,NY,160-30-6285,JCB 15 digit,CUHX0262407559738,5391.74,21.71
13b0280e86e4bbbbcda1ad309a96fa39,Lucas,Johnson,10/07/1945,74333 Erin Forest Suite 661,West Josephstad,15121,AL,042-45-0723,Discover,HIIN2611213120635,6690.45,47.61
9ae1e0251aeda0dc3e0ec73cf7f84192,Maria,Pollard,09/15/2012,44955 Nelson Unions Suite 045,Rodriguezton,82882,AL,395-10-2395,JCB 16 digit,HRSL5268787838128,1506.06,6.09
977a81ebd36bbb105f6172decb981e5a,Amanda,Jones,10/31/1948,66174 Mcconnell Streets,Lake Amandaport,50815,PA,018-50-4955,JCB 16 digit,MDAF4603743120003,3688.47,20.83
1e39424dcb8f47e922f161daece06abf,Mary,Shaw,04/28/1925,0290 David Crossroad Suite 220,West Joshuahaven,63630,MA,255-53-1289,VISA 16 digit,HUJC7775775557162,6692.62,47.15
9a8c5cb9082266c8adda1d3c4fa083bc,Samuel,Bradley,01/12/2002,772 Robert Bypass Suite 365,Goodwinhaven,13854,IN,398-04-6115,VISA 19 digit,YCMG8999856191072,6093.74,34.0
8a8991546ed4968b6771931dbef252e7,Taylor,Gregory,11/06/1989,427 Torres Loop,North Benjamin,18538,OK,516-95-7674,American Express,KBCP8141276130626,5151.37,26.04
77afc8a7d089cc211e7c6a6143053644,Anthony,Faulkner,04/11/2000,46521 Mullins Loop Suite 098,Lake James,22844,AZ,492-90-6853,VISA 19 digit,BYFS2814425606512,7001.21,52.17
6a1bef2641507cd221805821b063a37b,Brandy,Glover,01/09/1962,78532 Ramirez Row,West Davidport,24771,IA,269-93-5121,VISA 16 digit,SNZL9985183197621,6168.64,29.5
6d3f8b74b806d9fed8436ca05f9ada84,Cassandra,Mitchell,06/27/1980,898 Morris Center Apt. 025,North Mark,62638,DE,708-74-1756,JCB 16 digit,CZIA2511016472251,5781.5,34.52
17f9cd5aa006568986323b3b986b1e30,Shannon,Tate,02/14/2005,8245 Rogers Brooks Apt. 349,South Brian,48691,MT,848-92-5062,VISA 19 digit,YIIU5250308244581,4053.1,30.16
0b92a2affdd9ba352c446000310b1d76,James,Reyes,05/27/1991,33264 Hill Fork Apt. 042,North Mary,45117,AL,151-46-8654,VISA 16 digit,ZWCI0481192783801,5886.8,42.84
36075586bfe0f28afe93478e865304f1,Blake,Chandler,04/29/2019,246 Katherine Street,Griffinside,17037,UT,431-29-0929,JCB 15 digit,COGQ4447051726087,435.43,3.09
93ccc569335ed1eb279df38f77914124,Jeremy,Noble,06/03/2007,9956 Kyle Street,Robertfort,91470,TN,301-67-8748,VISA 16 digit,EOPO1548777749049,1981.77,11.59
807caf47006dfe8a86d94f7edb9f401e,Kevin,Miller,03/05/1950,7964 Robert Lake,Garrettbury,86550,WI,538-27-6988,VISA 19 digit,FHGU7721280315628,6145.51,35.17
9d8179c076e3685ec6535490e2fc3f1f,Rebecca,Spears,06/29/1965,4024 Yates Plain Suite 308,New Melissa,19168,NM,829-91-9243,VISA 19 digit,SOLG9131529965227,6890.58,42.16
474f4a22e68b4cd7c4e8b0c8717ae850,Amanda,Shelton,03/12/1984,75760 Matthews Drive,Port Jessica,87253,VT,336-61-8629,JCB 16 digit,QHPJ6777893111209,2248.38,12.9
29f7d9cf9fafea5d2ee4877db0278f37,Shannon,Ross,02/26/1906,5072 Mary Ports,East Donna,39546,OH,753-91-6957,Diners Club / Carte Blanche,OMCU0609408631523,4184.39,28.06
13f25e6f9ccf0d07073d5043b6facb71,Margaret,Clark,10/09/1967,55886 Baker Rue,Gregoryberg,19508,NY,476-05-5509,VISA 19 digit,HPWN8905253526697,97.68,0.66
8d4b820e184d788f8c8874ed9b0c1b33,Mason,Russo,07/11/1992,02673 James Hill Suite 341,Allentown,79335,OR,670-01-3813,JCB 16 digit,QPQO2241812241610,401.7,2.9
0726f544f9c6024f4f6952d2bfef2a41,Charles,Mayer,05/22/1949,4830 Robert Valleys,Tiffanystad,53335,MS,272-08-4989,Discover,YCTU3277214068614,6559.56,29.36
5f42febf8cc3cdb336b849aa3a0cb10f,Brandon,Carroll,07/20/1983,4751 Cory Light Apt. 242,Jodistad,44576,IA,064-33-6275,Mastercard,UQJA7501833579863,2060.48,15.61
e41c9b5806c5df294c8dd2252b006af9,Brenda,Brown,05/11/1940,59533 Trevino Overpass,North Danielle,15646,MA,411-30-7713,VISA 16 digit,PZPH8807389296373,2871.54,12.89
01a12ac37869e71f94a543a7b926d44c,Steven,Barrera,06/13/1946,432 Hayes Via,New Katherine,10495,ME,257-87-0692,VISA 16 digit,UWEB8738600045383,3588.57,25.66
018eb18d04ffd67a4f8fe8b8613deeea,Bryan,Jones,03/02/1984,439 Tamara Loaf,Patrickville,09372,KS,253-01-7398,VISA 16 digit,MKCO3400530558624,6008.72,30.65
299065fe445414fa8220e89fe6327ad2,Leslie,Whitehead,07/30/1954,81259 Nathaniel Run,Samanthafurt,20105,AZ,411-81-1017,JCB 16 digit,FRYU8973795569246,3932.86,22.87
fcfdc2d79a44d80673cc9564b0f998de,Alexandra,Suarez,03/04/1912,5260 Baker Drives,Jessicaborough,27851,ID,611-44-7266,JCB 15 digit,OEUT8980858306101,7849.19,53.95
917a9cca162eecf7c9ed4a271aa444d5,Amber,Bates,02/24/2007,8792 Morrow Village,Gonzalezberg,12654,ID,339-04-1924,JCB 15 digit,JPTQ1085767860779,1924.35,12.35
35a91d5a63bb062aa09dbc9025709553,Eric,Lynch,10/26/1935,5500 Bell Gateway Apt. 685,Kendramouth,47074,IN,846-81-3625,American Express,OMOH3446518375452,217.61,1.16
1a067bfdb5e90d8d250c8b3e2dbb1c74,Jill,Pacheco,11/20/2006,86945 Melton Villages,North Coryhaven,95399,FL,224-40-2738,VISA 19 digit,VSLO5203872504844,3031.99,12.94
c2430a23b1c930adcc8588668ac05609,Jason,Carrillo,07/26/2001,688 Meyer Crossroad Suite 696,Jesseborough,32886,UT,803-68-7898,Maestro,HDRC2503101751945,6747.59,53.48
81c66ce95eade8b0225c6ffcdefcb854,Crystal,Williams,02/16/1952,060 Susan Ridge,Janettown,76211,ME,029-81-3415,American Express,GGMZ0646051771155,2409.6,14.68
c2d6a67e740f5fa7c244e69c24cbe2ca,Jonathon,Booth,09/02/2015,0325 Brooks Corner,Susanside,28424,NY,662-15-2055,JCB 15 digit,PTHI6312635680552,4621.75,32.41
627a388e69d1badeb4f5281b6c8d7278,Victor,Atkinson,03/31/1931,587 Camacho Groves Suite 470,Port Codyport,39919,SD,132-40-1960,JCB 16 digit,ZHAN2822729717277,2695.47,13.11
bd9baac2610d5525d6a5af47a3944525,William,Bryant,10/06/1935,9166 Heather Burg,Paigeport,31264,GA,511-59-7888,Diners Club / Carte Blanche,UBJL9621448668095,453.63,3.54
02833a2f2c1e60a478d6f7f0c18ef55f,Ronald,Macdonald,06/20/1982,567 Kimberly Roads Apt. 950,Moranside,04779,SC,529-30-2754,Diners Club / Carte Blanche,SEYX5823352898221,2796.45,19.66
0948dd14f3b8a199d7443eeab095987b,Laura,Williams,05/15/1984,19532 Gary Viaduct,North Markborough,44405,IL,484-27-5292,Mastercard,QSFK2939600973795,4038.76,23.11
a2038845c2dab53c42125625683dd664,Roberta,Stokes,05/09/2014,045 Jay Isle,South Katherine,23649,DE,342-35-3254,VISA 13 digit,KFJO9055366538877,2155.34,9.23
e5831a97cc1e87944c4793df29d432b3,Elizabeth,Smith,04/28/1916,67036 Jennifer Lake Apt. 589,East Jeffreybury,02650,LA,072-62-7975,Diners Club / Carte Blanche,WZTY6802511320983,2881.07,18.39
c925c523934165dbf93c81a7a4e55fb5,Joshua,Harrell,12/14/1953,39464 Baldwin Ranch,Pughland,71906,ND,662-82-7154,Diners Club / Carte Blanche,UHEO7294563115977,1683.76,9.91
